model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 (c1),1129.7953931829607,10.770801872982137,1129.7953931829607,10.770801872982137,,,,,1814.0087373321876,17.36951877471482,1812.8831946620874,17.36951877471482,1814.0087373321876,17.36951877471482
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 (c1),45.336480499553,3.4055679139842763,45.336480499553,3.4055679139842763,46.0,3.559026084010437,46.0,3.559026084010437,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 (c2),653.0269448877096,90.14686297088339,548.723627291158,252.06968235448642,,,,,4574.232166841587,1931.7050502585673,4573.106624171488,1931.7050502585673,4574.232166841587,1931.7050502585673
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 (c2),44.83879462687511,12.548475199232513,53.55136036741629,13.89081471593472,59.333333333333336,12.762793146051099,54.166666666666664,13.764890926637314,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d32768 (c1),1226.4806963401911,2.268867220782675,1226.4806963401911,2.268867220782675,,,,,26719.126385335887,49.48651936838046,26718.000842665788,49.48651936838046,26719.126385335887,49.48651936838046
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d32768 (c1),40.15294629162552,1.602073883842957,40.15294629162552,1.602073883842957,40.666666666666664,1.699673171197595,40.666666666666664,1.699673171197595,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d32768 (c1),848.0418269953752,4.785374903114525,848.0418269953752,4.785374903114525,,,,,2416.177359322319,13.573624560372101,2415.0518166522183,13.573624560372101,2416.177359322319,13.573624560372101
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d32768 (c1),41.86597926521792,3.143825704586751,41.86597926521792,3.143825704586751,42.333333333333336,3.0912061651652345,42.333333333333336,3.0912061651652345,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d32768 (c2),1163.6520665801343,2.8801501481378113,863.007315189907,281.29585036806543,,,,,42482.6343201712,13840.582596716726,42481.5087775011,13840.582596716724,42482.6343201712,13840.582596716726
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d32768 (c2),8.226360018964238,0.07882015736105182,38.712965499369076,3.6922324494357994,41.0,2.160246899469287,39.333333333333336,3.72677996249965,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d32768 (c2),526.3683450892821,29.421320322160746,402.29008535656084,139.45671919899925,,,,,5794.559278831002,2032.278534281995,5793.433736160902,2032.278534281995,5794.559278831002,2032.278534281995
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d32768 (c2),35.04486009363736,2.3986486907541034,39.697399610578834,4.614218528415714,42.666666666666664,5.436502143433364,40.0,4.898979485566356,,,,,,
