model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d16384 (c1),1226.1712149114367,3.2516059487414695,1226.1712149114367,3.2516059487414695,,,,,13364.470638334751,35.376480860899775,13362.827989335832,35.376480860899775,13364.470638334751,35.376480860899775
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d16384 (c1),43.49367178565756,1.8730491158838953,43.49367178565756,1.8730491158838953,44.0,1.632993161855452,44.0,1.632993161855452,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d16384 (c1),908.8722896286622,15.124675793962513,908.8722896286622,15.124675793962513,,,,,2255.602197998087,37.11706685906391,2253.9595489991675,37.11706685906391,2277.2447536650966,55.95812004786463
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d16384 (c1),40.150350025393145,9.081052144826693,40.150350025393145,9.081052144826693,40.333333333333336,9.030811456096044,40.333333333333336,9.030811456096044,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d16384 (c2),1114.0926856741542,10.392613981133888,800.3997687688296,243.35102529581576,,,,,22558.448737834016,6860.8960474681235,22556.8060888351,6860.896047468123,22558.448737834016,6860.8960474681235
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d16384 (c2),15.101106947299213,0.25890019665946845,40.31623408806033,2.2543812846940163,42.333333333333336,1.699673171197595,41.0,2.160246899469287,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d16384 (c2),596.0050875538731,31.98387835409933,419.94721010113494,122.39726812499913,,,,,5337.240868332931,1579.1737439040794,5335.598219334012,1579.1737439040792,5337.240868332931,1579.1737439040794
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d16384 (c2),43.083135444373376,1.2261842377042773,45.58372740550384,4.817362077749795,50.333333333333336,1.699673171197595,46.0,4.932882862316247,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d16384 (c5),1055.4627188372235,12.466145200873157,477.93452242614353,302.57167747259007,,,,,46854.41012586816,21976.801372761558,46852.76747686925,21976.801372761554,46854.41012586816,21976.801372761558
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d16384 (c5),9.753967400984257,0.16972588680849401,41.212197009260954,4.165831113334861,44.666666666666664,4.109609335312651,41.8,3.9698866482558413,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d16384 (c5),475.28674965334613,25.92449173122763,227.41215659139385,176.2969859375569,,,,,13471.680400469148,6471.238379982308,13470.037751470232,6471.238379982308,13481.3277412691,6469.335436220613
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d16384 (c5),28.071814681458633,1.1674403042974377,42.54398784018017,7.769228008654967,60.333333333333336,4.714045207910317,43.93312642938986,7.92841171906691,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d16384 (c10),1042.2278888526441,5.230794871468621,305.55885765885625,275.4938441537098,,,,,86920.99414963352,45632.35214099815,86919.35150063463,45632.35214099815,86920.99414963352,45632.35214099815
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d16384 (c10),8.792386819375755,0.05847410692757712,42.5157534636328,4.106559397092331,51.0,2.943920288775949,43.06666666666667,4.138706185378335,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d16384 (c10),138.67483749955406,9.230806823456515,65.689776478762,103.20911669173971,,,,,73993.47414026367,47017.93339352507,73991.83149126476,47017.933393525076,74005.99734659772,47016.863370362466
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d16384 (c10),9.209071282815199,0.4465477184332539,44.58038520275844,7.053564893435888,54.333333333333336,4.189935029992179,45.13333333333333,6.974875546480302,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d32768 (c1),1248.0690487475815,2.5563741877794155,1248.0690487475815,2.5563741877794155,,,,,26257.5115266615,53.7066152992824,26255.86887766258,53.7066152992824,26257.5115266615,53.7066152992824
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d32768 (c1),37.39016178180585,0.7407613722684652,37.39016178180585,0.7407613722684652,38.0,0.816496580927726,38.0,0.816496580927726,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d32768 (c1),849.0385648832713,3.014261383097946,849.0385648832713,3.014261383097946,,,,,2413.813248669612,8.580619271296422,2412.170599670693,8.580619271296422,2413.813248669612,8.580619271296422
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d32768 (c1),48.07745832346251,1.6947394642212517,48.07745832346251,1.6947394642212517,48.666666666666664,1.699673171197595,48.666666666666664,1.699673171197595,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d32768 (c2),1187.6464605297797,8.49027286696432,874.1972030046354,280.3740972108994,,,,,41784.9515863345,13403.720146883048,41783.30893733558,13403.72014688305,41784.9515863345,13403.720146883048
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d32768 (c2),8.592661933254826,0.1876899626570528,46.25645633895443,5.779316170319461,48.666666666666664,4.784233364802441,46.833333333333336,5.814254514170802,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d32768 (c2),576.8222177333486,18.996383368193275,412.41205937283627,124.19324078370147,,,,,5464.581337665247,1652.6475997192206,5462.938688666327,1652.6475997192204,5464.581337665247,1652.6475997192206
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d32768 (c2),42.948725430810875,2.4007079356654466,50.36159099157117,5.198835873564632,54.333333333333336,4.642796092394707,50.666666666666664,5.312459150169742,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d32768 (c5),1149.0589242935175,2.159827125355991,524.0835913013667,335.8655881671161,,,,,86111.50004833082,40718.25507957054,86109.85739933192,40718.25507957055,86111.50004833082,40718.25507957054
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d32768 (c5),5.414038945392133,0.035009359866576634,42.499037700010646,5.005873733538675,48.666666666666664,0.9428090415820634,43.13333333333333,5.11033810579648,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d32768 (c5),84.48929183069932,14.082281343368217,69.17826940719371,129.1559571850079,,,,,72038.57159326726,40138.87744229136,72036.92894426834,40138.87744229136,72038.57159326726,40138.87744229136
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d32768 (c5),6.047175526258262,0.6227691592299036,45.27493850722723,6.809933820686499,54.666666666666664,4.784233364802441,45.8,6.958927120373274,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d32768 (c10),1135.817571935335,2.4687206550580805,335.22771166253494,306.07410474998676,,,,,159290.57760896735,83425.60118451637,159288.93495996835,83425.60118451637,159290.57760896735,83425.60118451637
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d32768 (c10),4.827265917445355,0.00694268322870157,41.46175070361,4.120427264371495,49.333333333333336,1.8856180831641267,42.06666666666667,4.130644286575912,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d32768 (c10),71.89200562940353,2.6880445693880097,40.15151154316366,78.99237936848176,,,,,150399.5518494664,87550.85452623856,150397.9092004675,87550.85452623857,150403.86931696604,87545.87459237741
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d32768 (c10),4.4971198341003396,0.19163616391048918,46.015250056466144,7.7212576003302935,59.0,1.632993161855452,46.61885178811567,7.5439589217734495,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d65535 (c1),1248.123743651821,0.23892893807143845,1248.123743651821,0.23892893807143845,,,,,52509.25876900146,10.052906543363253,52507.616120002545,10.052906543363253,52509.25876900146,10.052906543363253
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d65535 (c1),44.87803807113,2.3242203307845806,44.87803807113,2.3242203307845806,45.333333333333336,2.6246692913372702,45.333333333333336,2.6246692913372702,,,,,,
